park_id,park_name,land,ride_name,hora,avg_wait,min_wait,max_wait,p25_wait,p75_wait,n_samples
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,12:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,12:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,13:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,13:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,14:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,14:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,15:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,15:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,16:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,16:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,17:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,17:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Adventureland,A Pirate's Adventure ~ Treasures of the Seven Seas,18:00,0,0,0,0,0,13
6,Disney Magic Kingdom,Adventureland,Jingle Cruise,8:00,25,25,25,,,1
6,Disney Magic Kingdom,Adventureland,Jingle Cruise,8:30,35,35,35,,,1
6,Disney Magic Kingdom,Adventureland,Jingle Cruise,9:00,40,40,40,,,1
6,Disney Magic Kingdom,Adventureland,Jingle Cruise,9:30,45,45,45,,,1
6,Disney Magic Kingdom,Adventureland,Jingle Cruise,10:00,45,45,45,,,1
6,Disney Magic Kingdom,Adventureland,Jingle Cruise,10:30,35,35,35,,,1
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,8:30,20,20,20,,,1
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,9:00,21.92307692,5,45,10,25,13
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,9:30,30,5,45,20,40,13
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,10:00,36.78571429,5,55,30,40,14
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,10:30,45.35714286,25,65,35,50,14
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,11:00,47.85714286,40,60,40,50,14
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,11:30,48.21428571,20,60,40,55,14
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,12:00,48.66666667,35,70,40,55,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,12:30,49,35,70,40,55,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,13:00,49.33333333,30,70,40,55,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,13:30,52,35,70,40,60,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,14:00,52,35,75,40,55,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,14:30,50.66666667,35,70,45,50,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,15:00,43,30,65,30,50,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,15:30,55.35714286,35,80,45,60,14
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,16:00,54.28571429,40,85,45,55,14
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,16:30,52.33333333,40,75,40,55,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,17:00,55,40,90,45,60,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,17:30,52,35,90,45,55,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,18:00,47.33333333,30,80,35,55,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,18:30,44.66666667,20,70,30,45,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,19:00,36,20,65,25,40,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,19:30,27.66666667,5,50,15,35,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,20:00,24.28571429,5,45,10,30,14
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,20:30,24.33333333,5,45,5,30,15
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,21:00,10.76923077,5,30,5,15,13
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,21:30,15.55555556,5,30,5,20,9
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,22:00,12.5,5,25,5,20,8
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,22:30,6.25,5,10,5,5,4
6,Disney Magic Kingdom,Adventureland,Jungle Cruise,23:00,5,5,5,,5,3
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,8:00,5,5,5,,5,2
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,8:30,5,5,5,,5,2
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,9:00,5,5,5,5,5,14
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,9:30,7.5,5,25,5,5,14
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,10:00,12,5,30,5,15,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,10:30,23.57142857,5,40,15,30,14
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,11:00,28.21428571,10,40,15,35,14
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,11:30,30.71428571,15,50,20,40,14
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,12:00,34.33333333,20,50,20,40,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,12:30,32,20,55,25,35,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,13:00,34,15,45,25,40,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,13:30,31,15,45,25,40,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,14:00,34.28571429,15,55,25,40,14
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,14:30,30.66666667,15,45,20,40,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,15:00,26.875,10,65,15,30,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,15:30,33,15,65,15,40,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,16:00,33.33333333,15,65,20,40,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,16:30,32.5,15,50,20,40,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,17:00,27.8125,15,50,20,35,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,17:30,26.875,5,50,15,35,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,18:00,27.1875,5,70,20,35,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,18:30,24.6875,5,60,15,30,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,19:00,20,5,40,10,25,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,19:30,15.9375,5,45,5,20,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,20:00,12,5,35,5,15,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,20:30,9.0625,5,25,5,10,16
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,21:00,7.666666667,5,25,5,10,15
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,21:30,7.916666667,5,25,5,10,12
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,22:00,8.181818182,5,25,5,10,11
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,22:30,7.142857143,5,15,5,5,7
6,Disney Magic Kingdom,Adventureland,Pirates of the Caribbean,23:00,5,5,5,5,5,6
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,8:00,2.5,0,5,,0,2
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,8:30,2.5,0,5,,0,2
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,9:00,0.3846153846,0,5,0,0,13
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,9:30,0.7692307692,0,5,0,0,13
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,10:00,0.6666666667,0,5,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,10:30,0.7142857143,0,5,0,0,14
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,11:00,0.7142857143,0,5,0,0,14
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,11:30,0.7142857143,0,5,0,0,14
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,12:00,0.6666666667,0,5,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,12:30,0.6666666667,0,5,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,13:00,0.6666666667,0,5,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,13:30,0.6666666667,0,5,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,14:00,1.875,0,20,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,14:30,1.5625,0,15,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,15:00,1.5625,0,15,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,15:30,1.666666667,0,15,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,16:00,0.6666666667,0,5,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,16:30,0.625,0,5,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,17:00,0.625,0,5,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,17:30,1.25,0,10,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,18:00,1.25,0,10,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,18:30,1.25,0,10,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,19:00,1.25,0,10,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,19:30,1.25,0,10,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,20:00,1.333333333,0,10,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,20:30,1.25,0,10,0,0,16
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,21:00,1.333333333,0,10,0,0,15
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,21:30,1.666666667,0,10,0,0,12
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,22:00,1.818181818,0,10,0,0,11
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,22:30,2.857142857,0,10,0,5,7
6,Disney Magic Kingdom,Adventureland,Swiss Family Treehouse,23:00,3.333333333,0,10,0,5,6
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,8:00,5,5,5,,5,2
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,8:30,5,5,5,,5,2
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,9:00,5.714285714,5,10,5,5,14
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,9:30,9.642857143,5,20,5,15,14
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,10:00,13,5,20,5,15,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,10:30,17.5,10,30,10,20,14
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,11:00,21.42857143,10,30,10,30,14
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,11:30,20.35714286,10,30,15,25,14
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,12:00,22,10,35,15,30,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,12:30,21.66666667,5,35,15,30,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,13:00,20.66666667,10,35,15,25,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,13:30,19.66666667,5,30,15,20,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,14:00,20.625,5,40,15,25,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,14:30,19.375,5,35,10,30,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,15:00,14.375,5,30,5,20,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,15:30,17.66666667,5,30,10,20,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,16:00,20,5,40,10,25,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,16:30,22.1875,5,35,15,30,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,17:00,22.1875,5,35,15,30,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,17:30,20.3125,5,45,15,25,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,18:00,17.5,5,35,10,25,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,18:30,16.25,5,35,5,25,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,19:00,14.375,5,30,5,20,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,19:30,10.9375,5,25,5,15,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,20:00,6.333333333,5,20,5,5,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,20:30,6.5625,5,15,5,5,16
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,21:00,5.333333333,5,10,5,5,15
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,21:30,5,5,5,5,5,12
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,22:00,5,5,5,5,5,11
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,22:30,5,5,5,5,5,7
6,Disney Magic Kingdom,Adventureland,The Magic Carpets of Aladdin,23:00,5,5,5,5,5,6
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,8:00,10,10,10,,10,2
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,8:30,10,10,10,,10,2
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,9:00,8.928571429,0,15,10,10,14
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,9:30,8.928571429,0,15,10,10,14
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,10:00,9.333333333,0,15,10,10,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,10:30,9.285714286,0,15,10,10,14
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,11:00,9.642857143,0,15,10,10,14
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,11:30,10,0,20,10,10,14
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,12:00,10,0,20,10,10,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,12:30,10,0,20,10,10,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,13:00,10.66666667,0,20,10,15,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,13:30,10.66666667,0,20,10,15,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,14:00,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,14:30,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,15:00,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,15:30,11.33333333,0,20,10,15,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,16:00,11,0,20,10,15,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,16:30,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,17:00,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,17:30,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,18:00,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,18:30,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,19:00,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,19:30,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,20:00,11.33333333,0,20,10,15,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,20:30,11.25,0,20,10,15,16
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,21:00,11.33333333,0,20,10,15,15
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,21:30,10.83333333,0,15,10,15,12
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,22:00,10.90909091,0,15,0,15,11
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,22:30,13.57142857,10,15,10,15,7
6,Disney Magic Kingdom,Adventureland,Walt Disney's Enchanted Tiki Room,23:00,13.33333333,10,15,10,15,6
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",7:30,5,5,5,,5,2
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",8:00,5,5,5,,5,2
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",8:30,5,5,5,5,5,13
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",9:00,7.142857143,5,15,5,10,14
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",9:30,7.142857143,5,15,5,10,14
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",10:00,13,5,35,5,15,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",10:30,17.85714286,5,35,10,25,14
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",11:00,22.85714286,5,35,15,30,14
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",11:30,25.35714286,5,40,15,30,14
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",12:00,25.33333333,10,40,20,30,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",12:30,26,15,40,20,30,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",13:00,28.66666667,15,65,20,30,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",13:30,27.33333333,15,40,20,30,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",14:00,28.125,15,40,25,30,16
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",14:30,27.8125,15,45,25,30,16
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",15:00,22.8125,10,70,10,30,16
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",15:30,29,10,50,15,35,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",16:00,29,10,65,15,35,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",16:30,26,5,65,10,30,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",17:00,22.66666667,5,40,15,25,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",17:30,20.33333333,5,40,10,25,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",18:00,17.5,5,40,5,20,16
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",18:30,17.1875,5,45,5,25,16
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",19:00,15.9375,5,45,5,20,16
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",19:30,10.9375,5,30,5,10,16
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",20:00,7.666666667,5,25,5,5,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",20:30,6.5625,5,20,5,5,16
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",21:00,5.666666667,5,10,5,5,15
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",21:30,7.083333333,5,20,5,5,12
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",22:00,5.909090909,5,15,5,5,11
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",22:30,5.714285714,5,10,5,5,7
6,Disney Magic Kingdom,Fantasyland,"""it's a small world""",23:00,5,5,5,5,5,6
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,7:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,7:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,8:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,8:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,9:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,9:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,10:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,10:30,0,0,0,0,0,14
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,11:00,0,0,0,0,0,14
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,11:30,0,0,0,0,0,14
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,12:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,12:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,13:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,13:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,14:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,14:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,15:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,15:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,16:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,16:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,17:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,17:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,18:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,18:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,19:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,19:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,20:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,20:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,21:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,21:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,22:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,22:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Casey Jr. Splash 'N' Soak Station,23:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,7:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,7:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,8:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,8:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,9:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,9:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,10:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,10:30,0,0,0,0,0,14
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,11:00,0,0,0,0,0,14
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,11:30,0,0,0,0,0,14
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,12:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,12:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,13:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,13:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,14:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,14:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,15:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,15:30,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,16:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,16:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,17:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,17:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,18:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,18:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,19:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,19:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,20:00,0,0,0,0,0,15
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,20:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,21:00,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,21:30,0,0,0,0,0,16
6,Disney Magic Kingdom,Fantasyland,Cinderella Castle,22:00,0,0,0,0,0,16
